time,lattitude,longtitude,connection_strength_data,provider,satellite_slot,alignment_angle_deg,backhaul_bandwidth_mbps,phase_error_deg
2024-08-14T03:25:30,13.670766,144.841905,56.779,SkyReach,170E,-0.635,296.471,-5.465
2024-08-14T03:27:00,13.673167,144.840387,57.621,UQ Mobile,174E,1.005,291.13,-5.623
2024-08-14T03:28:30,13.675306,144.84452,55.451,Orbital Mobile,178E,0.202,295.902,-5.229
2024-08-14T03:30:00,13.674056,144.842375,59.511,SkyReach,167E,1.55,296.202,-6.155
2024-08-14T03:31:30,13.674417,144.844957,57.642,SkyReach,170E,0.875,299.31,-5.673
2024-08-14T03:33:00,13.679296,144.843856,55.398,UQ Mobile,174E,0.141,298.493,-5.711
2024-08-14T03:34:30,13.679225,144.846413,56.284,SkyReach,178E,0.435,298.595,-5.997
2024-08-14T03:36:00,13.68121,144.846653,55.92,SkyReach,167E,0.349,296.444,-6.225
2024-08-14T03:37:30,13.679676,144.844251,55.45,SkyReach,170E,0.134,299.938,-5.945
2024-08-14T03:39:00,13.682052,144.846027,63.845,Orbital Mobile,174E,3.051,292.863,-6.693
2024-08-14T03:40:30,13.680056,144.848219,62.934,UQ Mobile,178E,2.665,297.804,-6.19
2024-08-14T03:42:00,13.679757,144.847155,60.279,Orbital Mobile,167E,1.89,291.209,-7.156
2024-08-14T03:43:30,13.683962,144.849621,57.58,SkyReach,170E,0.908,296.089,-7.237
2024-08-14T03:45:00,13.680006,144.848845,63.322,UQ Mobile,174E,2.932,289.522,-6.445
2024-08-14T03:46:30,13.684744,144.848519,58.483,UQ Mobile,178E,1.176,298.12,-6.525
2024-08-14T03:48:00,13.682226,144.846913,61.629,SkyReach,167E,2.247,296.764,-6.797
2024-08-14T03:49:30,13.683896,144.849895,61.769,Orbital Mobile,170E,2.267,298.352,-7.672
2024-08-14T03:51:00,13.685435,144.850635,65.396,SkyReach,174E,3.588,291.635,-7.775
2024-08-14T03:52:30,13.685196,144.849879,64.867,UQ Mobile,178E,3.439,290.008,-7.825
2024-08-14T03:54:00,13.690328,144.850147,72.281,SkyReach,167E,4.357,284.62,-7.47
2024-08-14T03:55:30,13.690701,144.851419,63.395,UQ Mobile,170E,2.878,294.213,-7.255
2024-08-14T03:57:00,13.688376,144.847872,66.334,Orbital Mobile,174E,3.917,290.678,-7.861
2024-08-14T03:58:30,13.688758,144.846289,62.888,Orbital Mobile,178E,2.705,294.435,-8.006
2024-08-14T04:00:00,13.691879,144.846441,64.922,UQ Mobile,167E,3.495,287.733,-7.226
2024-08-14T04:01:30,13.693207,144.850588,72.483,Orbital Mobile,170E,4.099,288.658,-7.916
2024-08-14T04:03:00,13.690378,144.851381,72.645,UQ Mobile,174E,4.992,291.891,-7.475
2024-08-14T04:04:30,13.695246,144.848814,62.451,Orbital Mobile,178E,2.517,297.012,-8.275
2024-08-14T04:06:00,13.692854,144.851425,72.352,Orbital Mobile,167E,4.708,286.038,-7.452
2024-08-14T04:07:30,13.695094,144.846983,63.766,Orbital Mobile,170E,3.068,290.264,-8.305
2024-08-14T04:09:00,13.695029,144.852388,63.584,Orbital Mobile,174E,3.023,289.31,-7.924
2024-08-14T04:10:30,13.696846,144.849741,65.571,SkyReach,178E,3.57,296.207,-8.291
2024-08-14T04:12:00,13.699873,144.848706,64.702,UQ Mobile,167E,3.362,291.303,-7.684
2024-08-14T04:13:30,13.69537,144.849364,72.484,Orbital Mobile,170E,5.849,288.67,-8.274
2024-08-14T04:15:00,13.697153,144.851765,64.937,SkyReach,174E,3.508,287.278,-7.924
2024-08-14T04:16:30,13.700026,144.852856,72.505,SkyReach,178E,5.882,289.095,-7.826
2024-08-14T04:18:00,13.703206,144.849704,72.46,UQ Mobile,167E,6.095,288.195,-8.238
2024-08-14T04:19:30,13.701199,144.849232,72.277,SkyReach,170E,5.525,284.547,-7.825
2024-08-14T04:21:00,13.700985,144.848954,72.482,Orbital Mobile,174E,4.207,288.632,-8.203
2024-08-14T04:22:30,13.701961,144.852062,72.433,Orbital Mobile,178E,5.238,287.664,-8.18
2024-08-14T04:24:00,13.703869,144.849975,72.387,UQ Mobile,167E,5.414,286.746,-8.206
2024-08-14T04:25:30,13.707007,144.849047,72.188,Orbital Mobile,170E,5.494,282.769,-7.677
2024-08-14T04:27:00,13.70819,144.84993,72.211,SkyReach,174E,6.692,283.219,-8.111
2024-08-14T04:28:30,13.709399,144.851115,72.515,Orbital Mobile,178E,5.691,289.293,-7.615
2024-08-14T04:30:00,13.704914,144.851173,72.703,Orbital Mobile,167E,4.585,293.063,-7.385
2024-08-14T04:31:30,13.707709,144.848413,72.153,SkyReach,170E,7.08,282.057,-7.648
2024-08-14T04:33:00,13.711806,144.850085,72.209,UQ Mobile,174E,7.236,283.171,-8.015
2024-08-14T04:34:30,13.708427,144.846527,72.533,UQ Mobile,178E,5.686,289.66,-8.089
2024-08-14T04:36:00,13.709945,144.846405,72.371,Orbital Mobile,167E,5.744,286.411,-7.377
2024-08-14T04:37:30,13.711205,144.851067,72.223,UQ Mobile,170E,6.162,283.454,-8.005
2024-08-14T04:39:00,13.71392,144.846979,72.023,Orbital Mobile,174E,7.15,279.455,-7.848
2024-08-14T04:40:30,13.714459,144.84927,72.035,SkyReach,178E,6.294,279.706,-7.831
2024-08-14T04:42:00,13.712204,144.846711,72.341,SkyReach,167E,6.197,285.819,-7.494
2024-08-14T04:43:30,13.715044,144.849877,72.122,Orbital Mobile,170E,6.286,281.443,-6.789
2024-08-14T04:45:00,13.716912,144.846047,71.908,UQ Mobile,174E,7.642,277.156,-7.494
2024-08-14T04:46:30,13.714146,144.8481,72.52,SkyReach,178E,5.686,289.408,-7.182
2024-08-14T04:48:00,13.715979,144.84523,71.682,SkyReach,167E,8.228,272.641,-6.756
2024-08-14T04:49:30,13.717204,144.847536,72.102,Orbital Mobile,170E,7.64,281.041,-7.094
2024-08-14T04:51:00,13.719752,144.848684,72.506,Orbital Mobile,174E,5.647,289.115,-6.881
2024-08-14T04:52:30,13.71652,144.847637,71.617,SkyReach,178E,8.57,271.34,-6.65
2024-08-14T04:54:00,13.721026,144.844779,71.954,Orbital Mobile,167E,7.1,278.08,-6.167
2024-08-14T04:55:30,13.718075,144.845453,72.355,UQ Mobile,170E,6.134,286.092,-6.712
2024-08-14T04:57:00,13.718971,144.846276,72.088,SkyReach,174E,7.985,280.757,-5.974
2024-08-14T04:58:30,13.722292,144.842376,71.941,SkyReach,178E,7.741,277.811,-5.663
2024-08-14T05:00:00,13.723719,144.846227,72.017,UQ Mobile,167E,6.982,279.347,-6.127
2024-08-14T05:01:30,13.721708,144.842087,71.891,SkyReach,170E,6.941,276.814,-5.834
2024-08-14T05:03:00,13.723755,144.846053,72.372,SkyReach,174E,6.684,286.431,-5.455
2024-08-14T05:04:30,13.728437,144.841431,72.085,SkyReach,178E,6.493,280.694,-5.497
2024-08-14T05:06:00,13.725234,144.842443,71.79,Orbital Mobile,167E,8.334,274.799,-5.923
2024-08-14T05:07:30,13.725377,144.843305,71.978,Orbital Mobile,170E,6.882,278.554,-5.379
2024-08-14T05:09:00,13.728046,144.841,71.549,Orbital Mobile,174E,8.799,269.985,-4.937
2024-08-14T05:10:30,13.727295,144.843547,72.189,Orbital Mobile,178E,6.932,282.777,-4.663
2024-08-14T05:12:00,13.726779,144.842279,71.824,SkyReach,167E,7.642,275.485,-4.754
2024-08-14T05:13:30,13.72747,144.842581,71.782,UQ Mobile,170E,8.699,274.633,-4.81
2024-08-14T05:15:00,13.730199,144.837542,71.797,UQ Mobile,174E,8.998,274.932,-4.499
2024-08-14T05:16:30,13.729872,144.838257,71.896,Orbital Mobile,178E,8.184,276.91,-4.732
2024-08-14T05:18:00,13.729524,144.840798,71.696,Orbital Mobile,167E,7.968,272.927,-3.946
2024-08-14T05:19:30,13.729699,144.836582,71.94,UQ Mobile,170E,8.658,277.795,-3.524
2024-08-14T05:21:00,13.734652,144.839655,71.973,UQ Mobile,174E,7.802,278.468,-3.419
2024-08-14T05:22:30,13.731298,144.834833,71.214,UQ Mobile,178E,9.968,263.27,-3.672
2024-08-14T05:24:00,13.732111,144.833761,71.556,Orbital Mobile,167E,9.497,270.118,-3.513
2024-08-14T05:25:30,13.735355,144.834673,71.699,UQ Mobile,170E,9.776,272.981,-2.89
2024-08-14T05:27:00,13.734933,144.833325,71.67,SkyReach,174E,9.502,272.408,-3.31
2024-08-14T05:28:30,13.735005,144.833906,72.07,SkyReach,178E,7.806,280.398,-3.08
2024-08-14T05:30:00,13.73728,144.831793,71.174,Orbital Mobile,167E,10.511,262.488,-2.846
2024-08-14T05:31:30,13.735828,144.835869,71.873,SkyReach,170E,7.835,276.46,-2.673
2024-08-14T05:33:00,13.740175,144.832838,71.884,UQ Mobile,174E,7.74,276.684,-2.366
2024-08-14T05:34:30,13.735159,144.830268,71.825,Orbital Mobile,178E,7.781,275.501,-2.182
2024-08-14T05:36:00,13.740317,144.833381,71.606,SkyReach,167E,9.274,271.115,-2.314
2024-08-14T05:37:30,13.736846,144.833687,71.73,Orbital Mobile,170E,8.911,273.598,-1.632
2024-08-14T05:39:00,13.737164,144.833088,71.706,UQ Mobile,174E,8.204,273.129,-1.116
2024-08-14T05:40:30,13.738413,144.828026,71.335,Orbital Mobile,178E,10.255,265.696,-0.935
2024-08-14T05:42:00,13.742874,144.826639,71.805,UQ Mobile,167E,9.14,275.091,-1.266
2024-08-14T05:43:30,13.741866,144.830915,71.788,Orbital Mobile,170E,8.307,274.756,-1.103
2024-08-14T05:45:00,13.74116,144.825515,71.772,UQ Mobile,174E,9.105,274.439,-0.309
2024-08-14T05:46:30,13.743383,144.826716,71.606,Orbital Mobile,178E,9.114,271.128,-1.009
2024-08-14T05:48:00,13.745224,144.824502,72.053,UQ Mobile,167E,8.356,280.066,-0.285
2024-08-14T05:49:30,13.740016,144.828309,71.555,SkyReach,170E,9.49,270.097,0.138
2024-08-14T05:51:00,13.745907,144.827083,71.157,UQ Mobile,174E,10.54,262.132,0.358
2024-08-14T05:52:30,13.742674,144.825352,71.016,UQ Mobile,178E,10.906,259.325,0.171
2024-08-14T05:54:00,13.74333,144.823238,71.603,SkyReach,167E,8.275,271.066,0.498
2024-08-14T05:55:30,13.743397,144.82187,71.384,UQ Mobile,170E,10.852,266.68,0.32
2024-08-14T05:57:00,13.744881,144.822115,71.507,Orbital Mobile,174E,8.674,269.137,1.206
2024-08-14T05:58:30,13.7475,144.82149,71.666,SkyReach,178E,8.772,272.314,1.091
